experiment,read,sequence(; separated),positions (;spearated),order_doesn't_quite_work
EF1,f42466b7-bd7d-442f-9324-bc8fe8bfdc3f,J23113;RBSc36;pac,1856:1890;1894:1924;1925:4274,0
EF1,efdfcf80-3976-4810-a8c5-8aad0e279255,J23116,1380:1414,0
EF1,dee71fcb-fe31-447a-a2b9-17d2434ec11e,J23116,1696:1730,0
EF1,85623fc1-062d-44bf-8fe2-142e3916b0ca,pac;J23113,-10:-2017;-2055:-2089,0
EF1,b5fb45ee-0b75-4156-9a9c-7e7156825ee6,pac;RBSc36;J23100;T2_L3S2P21;symE;J23113;T1_L3S2P55,-1:-298;-299:-329;-333:-367;-2807:-2867;-2871:-3209;-3244:-3278;-3289:-3345,0
EF1,c223024c-e526-4931-8e17-f4d8aa64a93c,J23107,-2118:-2152,0
EF1,766725f4-074a-4c00-aeeb-6a056ebd81f5,T2_L3S2P21;symE;RBSc36;J23107;T1_L3S2P55;pac,-271:-328;-332:-670;-671:-701;-705:-739;-750:-806;810:2832,0
EF1,625a9fa5-dafd-46e3-9797-ae93540f0ea1,J23102;pac;T1_L3S2P55;J23118;RBSc42;symE;T2_L3S2P21,567:601;637:3171;3175:3231;3242:3276;3280:3310;3311:3649;3653:3713,0
EF1,fd5fe89d-4830-491d-9880-13713e40749b,T2_L3S2P21;symE;RBSc58;J23107;T1_L3S2P55;pac;RBSc36,-1152:-1212;-1216:-1553;-1554:-1584;-1588:-1622;-1636:-1688;-1692:-4234;-4235:-4265,0
EF1,b0b42291-43a2-43a0-84ad-9f8d9eee2c78,J23116;symE;T2_L3S2P21,2350:2384;2419:2758;2762:2821,0
EF1,534f0e30-5ce1-462a-aeaf-dc6af4d8d6a6,pac;J23116,-1:-1413;-1447:-1481,0
EF1,8d1bcc23-fa64-4b1e-9a93-d8d4c3dc6880,J23102;T2_L3S2P21;symE,-159:-193;-2640:-2700;-2704:-3040,0
EF1,d6368521-7e6d-4578-8c01-71951979c308,J23116,783:817,0
EF1,228c3536-8fd8-4a97-a5f1-bb742a4f25ae,T1_L3S2P55;symE;T2_L3S2P21;J23107;RBSc36;pac,2019:2075;2083:2417;2421:2475;4922:4956;4960:4990;4991:5495,0
EF1,1f0554af-d252-4aef-92d2-f81e33007ef6,pac;RBSc36;J23118,-1:-817;-818:-848;-852:-886,0
EF1,9ae74d87-30a2-4e13-b148-b5b9b1a5ca0b,T2_L3S2P21;symE;RBSc36;J23107;T1_L3S2P55;pac,-333:-393;-397:-735;-736:-766;-770:-804;-815:-871;875:3027,0
EF1,ec967c1f-c6cc-4c0e-9cc7-9133b41cc855,T2_L3S2P21;symE;RBSc36;J23107,-298:-358;-362:-702;-703:-733;-737:-771,0
EF1,25f759dc-1356-4409-9c4c-03f3e8810ef4,J23118;RBSc36;pac,777:811;815:845;846:1631,0
EF1,6dee0a9c-9f07-432d-98f7-6f814c237d64,T2_L3S2P21;symE;RBSc36;J23116;T1_L3S2P55;pac,-443:-504;-508:-846;-847:-877;-881:-915;-926:-982;-986:-3271,0
EF1,5a4a4a83-1b36-44f6-aa6e-c48f261aad31,J23116;RBSc36;symE;T2_L3S2P21,1360:1394;1507:1537;1538:1876;1880:1939,0
EF1,d4673be0-55a0-4c5d-a969-65b931f15cb7,pac;T1_L3S2P55;J23107;symE,1:835;839:895;906:940;978:1286,0
EF1,076172b7-781b-4570-8b7d-57abc8e0029d,J23113;RBSc36;pac,189:223;227:257;258:1156,0
EF1,de80df6a-7d87-442d-8455-4acf7148bd86,RBSc36;J23100;T2_L3S2P21;symE;J23107;T1_L3S2P55;pac,-2381:-2411;-2414:-2448;-4889:-4948;-4952:-5290;-5325:-5359;-5370:-5426;-5430:-5572,0
EF1,e4c32dc9-4f4a-4295-b8d6-9c5363180a61,J23116,-1219:-1253,0
EF1,a9d50d20-cc4b-4d72-b7ee-fa264ec1554f,T2_L3S2P21;symE;RBSc42;J23118;T1_L3S2P55;pac,-960:-1019;-1032:-1361;-1362:-1392;-1396:-1430;-1441:-1487;-1502:-2207,0
EF1,c7945404-f307-4b90-acc9-cb3791b8ee12,J23107,-331:-365,0
EF1,3effbcb5-4a53-4f56-b6f1-15d58ece9733,pac;T1_L3S2P55;J23113;symE;T2_L3S2P21,1:2407;2411:2467;2478:2509;2543:2878;2882:2943,0
EF1,fc90cc7c-cc35-44a9-bcd2-eef7010e76eb,pac;T1_L3S2P55;J23107;RBSc58;symE;T2_L3S2P21,1:358;362:418;429:463;467:497;498:838;842:902,0
EF1,99c76303-15c2-4e52-9e35-5eef18f8b69d,J23116,-385:-419,0
EF1,b673727f-0464-46ae-a5e1-5a562173c619,symE;RBSc42;J23107;T1_L3S2P55;pac,-1:-243;-244:-274;278:307;-325:-371;-379:-1614,0
EF1,1ef20c4b-5d9d-4aa9-977c-4a706df8d097,pac;T1_L3S2P55;symE;J23107;RBSc36,1:620;624:680;760:1095;3573:3607;3611:3641,0
EF1,a0a4b77c-315e-4938-a435-29cd7a8b741d,J23100;RBSc36;pac,1744:1778;1782:1812;1813:3218,0
EF1,8eb04059-d02b-419e-8728-802bd83ba611,J23102,-78:-112,0
EF1,bceee81b-e3a5-4a6a-9884-733f3b67087b,J23116,-806:-840,0
EF1,226a78ae-75d5-401a-ac06-a9b6b9de5d28,J23100,1891:1925,0
EF1,28f61f0f-b8d1-47a9-91be-3344d290597a,J23100,-902:-936,0
EF1,2514925f-68d0-44f0-80a6-25e9069a5801,J23116,294:328,0
EF1,aac5aead-a5a6-4fa5-a07f-745ff610a61e,J23100;T1_L3S2P55;pac,-5308:-5342;-5354:-5408;-5412:-5597,0
EF1,0161e016-1328-4711-be8b-025a620748e1,pac;RBSc36;J23113,-15:-707;-708:-738;-742:-776,0
EF1,9d4265e9-1f08-41fc-b8f1-370eda5ceea2,pac;RBSc36;J23113,-5:-1549;-1550:-1580;-1584:-1618,0
EF1,40ff8f5f-fd4c-4a0e-803b-faa905a42c16,J23100;T1_L3S2P55;pac,-2780:-2814;-2825:-2881;-2888:-5426,0
EF1,3997393b-8c81-4dc8-aa7a-92af350aca2e,T1_L3S2P55;pac;J23113;T2_L3S2P21;symE,-33:-89;-93:-2631;-2666:-2700;-5152:-5211;-5215:-5551,0
EF1,e51e8c72-c4d5-41a2-be67-10c239bfec76,J23116,299:333,0
EF1,66d050d4-689e-4b81-897a-6ae0bd6b8f2c,J23116,1018:1052,0
EF1,00f48312-59f6-425b-a201-d47d3aa51187,J23113;RBSc36;pac,45:79;83:113;114:1117,0
EF1,4f7520eb-ad87-4cde-a1a8-60238f3815cb,T1_L3S2P55;RBSc36;symE;T2_L3S2P21;J23113;pac,1359:1414;1463:1493;1494:1831;1835:1894;4068:4100;4157:4506,0
EF1,c1cc9494-2274-46a2-b402-2282cef5a064,J23116;pac;T1_L3S2P55;J23113;RBSc36;symE;T2_L3S2P21,1581:1615;1650:4188;4192:4248;4259:4293;4297:4327;4328:4667;4671:4731,0
EF1,d24d7f40-8f96-4b07-afbb-d6164d982fc6,pac;RBSc36;J23107,-1:-2147;-2148:-2178;-2182:-2216,0
EF1,397b37b1-6714-4d32-80c8-17073e4953ce,pac;RBSc36;J23102,-1:-357;-358:-388;-392:-426,0
EF1,f6e81434-e249-4b54-8011-55f0ec8677dd,J23116;RBSc36;pac;J23113;RBSc58;symE;T2_L3S2P21,731:765;769:799;800:3334;3345:3379;3383:3413;3414:3753;3757:3811,0
EF1,8c4d7220-b146-4f82-996f-8c5ee7500389,J23116,-1563:-1597,0
EF1,87f0bf5b-a322-4c0e-b02b-c2423836bb99,J23116,230:264,0
EF1,17c175d5-ac7d-4cb4-9056-d1c42f39e128,pac;T1_L3S2P55;J23116;RBSc33;symE,-1:-2063;2074:2129;2140:2174;2178:2208;2209:2547,0
EF1,98a24099-6895-4be8-a4a4-295a672018cb,J23116,-662:-696,0
EF1,8b86d63f-e487-4208-a779-92f9d54e4940,J23102;RBSc36;pac,357:391;395:425;426:1808,0
EF1,4c93f50f-5744-4378-beb6-19f117892aca,J23113,98:132,0
EF1,9d903715-95ee-4044-bfef-ba42457eef5c,J23118;T2_L3S2P21;symE;RBSc44;J23113;T1_L3S2P55;pac,-2022:-2056;4522:4553;-4558:-4894;-4895:-4924;-4928:-4962;-4973:-5029;-5033:-5568,0
EF1,cd145cc0-b2a5-4422-842d-b06f8aedc842,J23116;RBSc36;pac,359:393;397:427;428:736,0
EF1,f154eb2b-4870-4488-a97b-8a9eaa8ba789,J23107,-1168:-1202,0
EF1,48330f08-edd2-453f-9a3e-258c46064df4,symE;RBSc36;J23102;T1_L3S2P55;pac,-1:-165;-166:-196;-200:-234;-245:-301;-305:-1576,0
EF1,b05fa4e7-5b94-4c70-9e3e-54906e472219,J23116;RBSc36;pac,341:375;379:409;410:464,0
EF1,55a6b843-a4d2-4c8b-a114-76724ad4b320,pac;RBSc36;J23102;T2_L3S2P21;symE;RBSc42,-1:-533;-534:-564;568:599;-3038:-3094;-3098:-3437;-3438:-3468,0
EF1,e8a9eadd-9ec5-42f2-b8f5-9128cc908387,symE;RBSc36;J23107;T1_L3S2P55;pac,-1:-199;-200:-230;-234:-268;-279:-335;339:2482,0
EF1,78d2b5b3-399d-45f8-9ed8-789aa5f710e3,J23107,-270:-304,0
EF1,7cdcdb39-c636-4f06-9358-3f158071a51b,pac;RBSc36;J23118,-1:-667;-668:-698;-702:-736,0
EF1,ca0fe121-0c68-4d15-9935-b6441cbef3e1,J23102;J23113;RBSc33;symE;T2_L3S2P21,400:434;649:683;687:717;718:1048;1052:1107,0
EF1,f73f3132-c6d4-44d7-b2d2-9d27b9cea774,pac;J23116,-21:-815;-849:-883,0
EF1,db01efe0-4c30-4a7a-ac67-13d49c039ae5,J23116;RBSc36;pac,27:61;66:94;95:893,0
EF1,473f7881-158e-4371-8a56-b9256cd72834,J23107,-1354:-1388,0
EF1,3190880f-22a1-4a56-ac7e-7d32b88a4b1c,J23107,77:111,0
EF1,18ea59a4-e874-4551-a880-711d4091ef23,T1_L3S2P55;J23116;RBSc13;symE;RBSc36;pac,1779:1838;1849:1883;1887:1917;1918:2255;4795:4825;4826:5568,0
EF1,0fae991b-19c5-45cc-90ee-a442bd81e1f2,J23116;RBSc36;pac,914:948;952:982;983:2110,0
EF1,0070c9f0-15d0-4a5f-b184-df9bb8774052,pac;RBSc36;J23113,-11:-955;-956:-986;990:1021,0
EF1,1a5f0a2b-dc1f-4b47-99ae-f8322ed350c9,pac;RBSc36;J23116,-1:-1004;-1005:-1035;-1039:-1073,0
EF1,2cc0864e-e1a9-47d4-bb8c-b2ca1069b937,J23116,-2029:-2063,0
EF1,6038115c-87d1-433a-8a59-a2232d1aeaec,T2_L3S2P21;symE;J23118,-318:-378;-382:-720;-754:-788,0
EF1,dee1d318-7312-4672-9d24-12e1059c6612,symE;RBSc44;J23116;T1_L3S2P55;pac,-6:-213;-214:-243;-247:-281;-292:-338;-349:-1424,0
EF1,6ec26567-b93a-4fca-9c39-41987c03648f,T2_L3S2P21;symE;RBSc13;J23113;T1_L3S2P55;pac,-1:-40;-44:-382;-383:-413;-417:-451;-462:-517;-521:-1241,0
EF1,0f8cf59e-695b-419b-afda-c19f73b682db,symE;RBSc36;J23102;T1_L3S2P55;pac,-8:-298;-299:-329;-333:-367;-378:-431;-435:-544,0
EF1,fde97e5a-8251-4ea0-bae2-7a9fd000e022,J23102,-8:-35,0
EF1,eb032961-dd47-4acc-a124-eafc940f6ff1,J23107;RBSc36;pac,1509:1543;1547:1577;1578:1924,0
EF1,466d4196-1dfe-4c17-a342-5200f6a89bdd,pac;RBSc36;J23107,-1:-367;-368:-398;-402:-436,0
EF1,42f68905-03a6-4829-9f86-efc546807c0e,pac;RBSc36;J23113,-1:-1601;-1602:-1632;-1636:-1670,0
EF1,d71aceac-9ad9-4f00-a900-07f5a5530cb8,pac;RBSc36;J23113,-1:-1312;-1313:-1343;-1347:-1381,0
EF1,d8417ac8-f392-445b-888a-52adf1e19175,T2_L3S2P21;symE;RBSc36;J23118;T1_L3S2P55;pac;J23113,-937:-997;-1001:-1340;-1341:-1371;-1375:-1409;-1420:-1476;-1480:-4020;-4055:-4089,0
EF1,d45ca67e-c0a0-4add-9c84-bc924adfad2d,T2_L3S2P21;symE;RBSc42;J23113;T1_L3S2P55;pac;J23116;J23107,-165:-225;-229:-567;-568:-598;-602:-636;-647:-703;-707:-3241;-3276:-3310;-5520:-5554,0
EF1,85cf1d4b-c5f4-4bf8-a221-606b8baaa9f6,J23116;T1_L3S2P55;pac,-654:-688;-699:-755;-759:-1253,0
EF1,566e7858-dc3c-46c3-9dd4-ac60c575aab1,T2_L3S2P21;symE;RBSc42;J23118,-366:-427;-431:-769;-770:-800;-804:-838,0
EF1,8b92e383-d7a5-49b2-9c5a-9b60b67bd5ee,pac;RBSc36;J23107;symE,-7:-2430;-2431:-2461;-4702:-4736;-7166:-7239,0
EF1,21c7cc78-12e2-4ae6-bdd7-9f92a7dde8eb,J23113;RBSc36;pac,788:822;826:856;857:2782,0
EF1,dee9489a-c6ef-4f52-8516-671fcc41ca8f,pac;J23113,-1:-1849;-1887:-1921,0
EF1,2988ad2f-273f-4b4c-888b-6b8ec4a68367,pac;T1_L3S2P55;J23116;RBSc36;symE,1:208;212:268;279:313;317:347;348:518,0
EF1,4cd5d2ce-d22e-4d4d-abdc-8fb2b4e1412a,symE;RBSc36;J23118;T1_L3S2P55;pac,-1:-75;-76:-106;-110:-144;-155:-211;-215:-1488,0
EF1,c201409a-7a17-480a-95e4-76f5f646e36a,J23107,-1070:-1104,0
EF1,ab9030ba-c7e5-4bf5-8122-ef9246c75dd7,J23113,1008:1042,0
EF1,03e4c321-834a-4d80-af6c-679df7b1a50d,J23116,-1167:-1201,0
EF1,e1353dc2-c741-4b9b-935e-965cf297a973,J23102;RBSc36;pac;T1_L3S2P55;J23107;RBSc58;symE;T2_L3S2P21,1096:1130;1134:1164;1165:3699;3703:3759;3770:3804;3808:3838;3839:4177;4181:4240,0
EF1,59482bfb-955d-4e01-af9b-6c41c16f2ee5,J23116,-1228:-1262,0
EF1,c081c315-dca6-4b40-a99b-a1108a54b75a,T2_L3S2P21;symE;RBSc42;J23118,-2415:-2474;-2478:-2816;-2817:-2847;-2851:-2885,0
EF1,0cc6b55c-b6aa-461c-9635-c31604cffd46,J23107;symE,-53:-83;120:461,0
EF1,e3bd6ad1-61df-4b4b-a014-de69c204d295,T2_L3S2P21;symE;RBSc36;J23107,-3665:-3725;-3729:-4067;-4068:-4098;-4102:-4136,0
EF1,556745e0-be90-4cda-9572-eea117ec7512,J23116,99:133,0
EF1,5ecbee5a-b051-44e2-9808-c02b42c0daed,J23116;RBSc36;pac,496:530;534:564;565:969,0
EF1,2d49a2b5-191c-4f9b-bedc-dcdb293b56eb,J23116,1868:1902,0
EF1,21270ab4-b4ce-4fdf-9d1b-5cc7617d3ac2,J23107,797:831,0
EF1,d2c7eb3d-60da-4506-a5da-4bce05f299a1,J23116,193:227,0
EF1,21843b9a-9f51-4fc3-a3bc-cd331798e84a,J23116,1435:1469,0
EF1,3cea5836-da4e-4c7b-a5bf-2effe0ca94ba,J23116,-1738:-1772,0
EF1,c7223164-8b3b-497c-afd5-46a3f81ccbfa,T1_L3S2P55;J23100;symE;T2_L3S2P21;RBSc36;pac,1302:1358;1369:1403;1438:1775;1779:1834;4319:4349;4350:5582,0
EF1,24a705c0-2a05-4ab9-9f41-45598a3c9709,pac;J23116,-1:-1174;-1209:-1243,0
EF1,06c9d569-4eae-410f-83e8-a73c90262d9f,J23116;pac,91:125;161:314,0
EF1,d73f9c8d-c400-437d-80e3-11948c342eed,J23113;RBSc36;pac,1694:1728;1732:1762;1763:3729,0
EF1,4c873530-d85a-4edc-bb4d-391855e969e5,J23107,-2135:-2169,0
EF1,f6c67c6e-edd1-48f5-a038-128658909727,J23116,110:144,0
EF1,5c745d3e-c2e5-4024-8f4c-902b0c88a8e8,T2_L3S2P21;symE;RBSc36;J23107;pac,-192:-252;-256:-594;-595:-625;-629:-663;677:2755,0
EF1,7a72ee68-3461-4aaa-95d3-193752a427ec,T2_L3S2P21;symE;RBSc36;J23107;T1_L3S2P55;pac,-1220:-1280;-1284:-1625;-1626:-1656;-1660:-1694;-1705:-1761;-1765:-4302,0
EF1,8281ad7f-6e98-4fad-b3ad-5af54e31252a,T1_L3S2P55;symE;T2_L3S2P21;J23100;RBSc36;pac,1483:1538;1617:1955;1959:2014;4458:4492;4496:4526;4527:5570,0
EF1,00f6dee8-e033-4c04-9e23-6c658566c84e,T2_L3S2P21;symE;RBSc36;J23118;T1_L3S2P55;pac,-35:-86;-90:-428;-429:-459;-463:-497;-508:-555;567:2647,0
EF1,4721f941-82d1-4806-ac46-019ee6451965,pac;T1_L3S2P55;J23116;RBSc36;symE;T2_L3S2P21,575:3111;3115:3170;3181:3215;3219:3249;3250:3588;3592:3653,0
EF1,e1368933-36f2-46c7-a8f2-030db074f893,J23116;RBSc36;pac;T1_L3S2P55;J23113;RBSc13;symE;T2_L3S2P21,2215:2249;2253:2283;2284:4816;4820:4876;4887:4921;4925:4955;4956:5294;5298:5358,0
EF1,e601bc13-b262-4200-9357-13f9edcddca1,J23118;RBSc36;pac,326:360;364:394;395:428,0
EF1,0ec2ff0b-e874-4c4e-b166-1b03f3c25841,J23116,-1185:-1219,0
EF1,9ad31381-e446-49f4-bb91-e5cd5e94c639,symE;RBSc13;pac;J23113,-1760:-1791;-1792:-1822;-1920:-4397;-4434:-4468,0
EF1,b300b641-c4ef-4792-8073-e45c0a547160,symE;J23102,-2068:-2405;-2685:-2719,0
EF1,8903c204-2d31-48e7-b1b7-ec460f75cc67,RBSc36;pac;T1_L3S2P55;J23113;RBSc13;symE;T2_L3S2P21,1070:1100;1101:3621;-3637:-3686;3697:3731;3735:3765;3766:4101;4105:4158,0
EF1,5313be12-e497-4de4-a3d3-2d84902aa677,pac;J23113;T2_L3S2P21,-4:-954;-988:-1022;-3464:-3505,0
EF1,23a04e2d-9620-4da9-8033-8ea972be87b5,pac;RBSc36;J23102,-1:-274;-275:-305;-309:-343,0
EF1,b7485b64-6be6-48fa-8f5a-969369759e85,J23116,-2017:-2051,0
EF1,87a3ca0a-7e6e-420b-836f-3a554b9af770,J23107,-561:-595,0
EF1,9e230040-6f66-4eb1-bb0e-7f884e8a15dd,J23107,347:381,0
EF1,465004b8-5835-43e7-ab6e-7dacb5fb4cbd,J23113;RBSc36;pac;T1_L3S2P55,1741:1775;1779:1809;1810:4347;4351:4407,0
EF1,51d17d49-327c-41fc-b2a2-47a067b36e36,J23107,258:292,0
EF1,60732943-11ec-45c2-9c3d-0eb15b653ee8,J23116,-229:-263,0
EF1,725db1ec-e747-4ec8-b15b-30c1f68727fd,pac;RBSc36;J23113,-1:-398;-399:-430;-433:-467,0
EF1,292f8d3e-bb71-41a0-8f07-3d9e369857f4,J23116,-228:-262,0
EF1,219aaeef-b997-487c-964a-de66619b8a77,pac;T1_L3S2P55;J23118;RBSc42;symE;T2_L3S2P21,1:992;996:1052;1063:1097;1101:1131;1132:1470;1474:1531,0
EF1,2c674169-bf10-46bb-addd-44a328cc560e,pac;T1_L3S2P55;J23107;RBSc42;symE;T2_L3S2P21,11:476;480:536;548:582;586:616;617:955;959:1018,0
EF1,62ebfed1-d9ed-4f7f-8140-f0dafeee78b7,pac;T1_L3S2P55;J23118;RBSc42;symE,6:213;217:273;284:318;322:352;353:470,0
EF1,e09d4b87-299d-43f0-9535-f3031a0b0a8d,T2_L3S2P21;symE;RBSc58;J23113;T1_L3S2P55,-290:-350;-354:-692;-693:-723;-727:-761;-772:-812,0
EF1,d3421226-837b-45b7-afca-b7279f41421a,J23113;pac,423:457;492:627,0
EF1,2e16edad-f32c-48f0-9c48-d9741048dd9d,pac;RBSc36;J23100,-1:-653;-654:-684;-688:-722,0
EF1,95d7b61e-4e99-435d-b4e6-07ef175acad6,J23113;RBSc36;pac,582:616;620:650;651:758,0
EF1,6312602b-c2a9-4294-9104-92f5c87ffdd7,pac;RBSc36;J23113,-1:-133;-134:-164;-168:-202,0
EF1,a7e8c125-caef-41cb-adf7-d040d5ea7e70,pac;RBSc36;J23107,-1:-1150;-1151:-1181;-1185:-1219,0
EF1,a352f76a-140f-4c05-aa55-e883d7e38d6e,T2_L3S2P21;symE;RBSc36;J23107,-226:-285;-289:-627;-628:-658;-661:-695,0
EF1,34bce066-f048-4082-a561-35cfc10a0394,symE;J23118;T1_L3S2P55;pac,-1:-219;-253:-287;-299:-343;-356:-720,0
EF1,cebbcace-9c63-4c94-b2ea-07e023614a4f,J23116,1493:1527,0
EF1,56563c92-53b6-4dc5-97f5-0ae660a9496b,T1_L3S2P55;symE;T2_L3S2P21;J23113;RBSc36;pac,1545:1601;1680:2018;2022:2077;4523:4557;4561:4591;4592:5575,0
EF1,a2ef5260-9385-4408-ab8f-547845536360,J23116,-445:-479,0
EF1,7bbb4829-e06c-4098-9c18-cb444384c567,J23116,-614:-648,0
EF1,7884086f-a5ac-40d6-a625-dd8b624a343d,J23116,-520:-554,0
EF1,b9cafde7-3c5e-40c0-b566-b9641c795f81,J23107,-14:-42,0
EF1,27a5800d-3123-4416-a133-396c36566e77,T1_L3S2P55;J23113;symE;T2_L3S2P21;J23100;RBSc36;pac,481:537;548:582;617:955;959:1018;3468:3502;3506:3536;3537:3760,0
EF1,06c69f8b-dbac-4e58-84b9-7b8d4ab7ab6b,pac;RBSc36;J23100;T2_L3S2P21;symE;J23113;T1_L3S2P55,-1:-243;-244:-274;-278:-312;-2738:-2799;-2802:-3132;-3167:-3201;-3212:-3268,0
EF1,d363a398-9a04-489c-be44-0035fb234395,J23116,291:322,0
EF1,bb8d85e4-e00d-4353-967c-4e4216d882cf,pac;RBSc36;J23113,-1:-185;-186:-216;-220:-254,0
EF1,27f7eae9-b7c4-4803-8516-9cd8d0d7c0ea,J23113;RBSc36;symE;T2_L3S2P21,1995:2029;2033:2063;2064:2400;2404:2464,0
EF1,6159eca9-2205-48a6-8b2e-d30e12bf072a,J23116;symE;T2_L3S2P21,91:125;159:489;500:556,0
EF1,020933c9-338c-492a-a3c7-d04939a4b69a,J23116,708:742,0
EF1,07f291ff-56eb-4219-8c94-1c9775f634ae,J23116,-123:-157,0
EF1,bc41ecd2-ab1b-4254-9f31-c4fc0ced8a6f,J23116,-1683:-1717,0
EF1,5d735314-0836-4b45-9326-d6cb5968b7fd,RBSc36;J23102;T2_L3S2P21;symE;RBSc42;J23113;T1_L3S2P55;pac,-2290:-2320;-2324:-2358;-4814:-4874;-4878:-5216;-5217:-5247;-5251:-5285;-5300:-5349;-5353:-5588,0
EF1,ad01410c-dec6-4d3c-9b7a-30ca56165cf2,RBSc36;pac;T1_L3S2P55;J23113;symE;T2_L3S2P21,867:897;898:3435;3439:3495;3506:3540;3576:3915;3919:3979,0
EF1,fcb23830-89b9-4d82-b7d5-a0005824c2f3,T1_L3S2P55;pac;RBSc36;J23100,-18:-74;-78:-2615;-2616:-2646;-2650:-2684,0
EF1,cc899cbc-bb06-45dd-ad3a-f1bbff1d16ab,pac;T1_L3S2P55;RBSc42;symE;T2_L3S2P21;J23102,1:225;249:305;353:383;384:715;719:777;3193:3227,0
EF1,01e585b3-a815-453d-966f-67fec45e41dc,symE;RBSc58;J23113;T1_L3S2P55;pac,-14:-100;-101:-131;-135:-169;-180:-236;240:2372,0
EF1,f8611e58-5dae-4db5-af51-6bd7221cd200,T2_L3S2P21;symE;RBSc33;J23113;T1_L3S2P55;pac,-1618:-1678;-1682:-2020;-2021:-2051;-2055:-2089;-2101:-2148;-2160:-4692,0
EF1,5686f8ad-4950-453a-a012-0ad0866778a4,pac;T1_L3S2P55;J23107;symE;T2_L3S2P21;RBSc36,5:729;733:789;800:834;870:1208;1212:1272;3722:3752,0
EF1,0d1c0145-c4d0-475c-bb38-15b47a768806,pac;RBSc36;J23113;T2_L3S2P21;symE;J23107;T1_L3S2P55,-1:-914;-915:-945;-949:-981;-3358:-3422;-3604:-3738;-3773:-3807;-3818:-3864,0
EF1,fd3f52d1-1d88-47a7-a13b-99c8d2f2f64b,pac;T1_L3S2P55;J23113;symE;T2_L3S2P21;J23107,4:880;884:940;951:984;1022:1360;1364:1418;3867:3901,0
EF1,5253d96f-4c61-4120-a057-f492650eb63f,J23113,-229:-263,0
EF1,e582f4be-cf09-4cce-a85d-a77f861e3959,J23113,1287:1321,0
EF1,e695c26f-9af2-41f2-8db5-b133ff54825a,J23116;symE,333:367;401:484,0
EF1,58d3ba61-b6ce-4603-96d3-01847a9ac56f,T1_L3S2P55;symE;T2_L3S2P21;J23116;RBSc36;pac,2411:2465;2540:2887;2891:2951;5369:5403;5407:5437;5438:5539,0
EF1,09f43c3e-1d8b-47b7-aa15-053823159a09,J23113;T1_L3S2P55;pac;RBSc36;T2_L3S2P21;symE,-5:-39;-50:-106;-110:-2651;-2652:-2682;-5164:-5223;-5229:-5564,0
EF1,86194202-8b9b-4183-8bf5-83f4a87e3396,J23116,-563:-597,0
EF1,82295f71-c3c4-4695-bbe1-b4ca9ff8c77d,T2_L3S2P21;symE;RBSc58;T1_L3S2P55;pac;RBSc36;J23113,-1197:-1254;-1258:-1592;-1593:-1623;-1672:-1726;-1729:-4263;-4264:-4294;-4298:-4332,0
EF1,5f8e4cee-010b-4f5e-869e-188f7905584f,J23116,-903:-937,0
EF1,daca191a-188f-426e-8dab-5cc131fa029b,J23116,-828:-862,0
EF1,9c271a3e-f05c-41de-92f4-dac7e219eab0,J23113;T1_L3S2P55;pac,-2060:-2094;-4782:-4838;-4842:-5340,0
EF1,4b6f28c8-9fef-4e78-b250-fb582c4251b7,T2_L3S2P21;symE;RBSc58;J23107;pac;RBSc36;J23118,-1572:-1632;-1635:-1970;-1971:-2001;-2005:-2039;-2050:-4578;-4579:-4609;-4613:-4647,0
EF1,918b0daf-741f-45b0-a0c0-de7c2708fcbb,T2_L3S2P21;symE;J23100;T1_L3S2P55;pac,-481:-542;-546:-884;-916:-950;-961:-1016;-1020:-1474,0
EF1,dfb2a6fb-0840-49d3-ad57-920a5e0eb996,J23116,939:973,0
EF1,f7162b71-41e7-4a5f-9ede-fb520b1dc2ef,J23116,963:997,0
EF1,65d41cf2-420d-410e-875c-12ae84c1a825,pac;T1_L3S2P55;J23116,1:428;432:488;499:533,0
EF1,78bc5836-9f46-4f7d-8194-ef98bcbd73b3,pac;RBSc36;J23116,-1:-1443;-1444:-1474;-1478:-1512,0
EF1,a9f6eded-c25d-4a48-b70e-4c102046e87e,pac;RBSc36;J23118,-1:-168;-169:-199;-203:-237,0
EF1,a737da45-6d93-47c3-ac84-5ab615eaa2c8,pac;T1_L3S2P55;symE;T2_L3S2P21;J23116;RBSc36,5:775;779:835;915:1253;1257:1311;3771:3805;3809:3839,0
EF1,cf551d61-51ba-4e16-a61d-443653820f3a,J23118;RBSc36;pac,730:764;768:798;799:855,0
EF1,36447d0c-697c-4d16-b092-e87d181d9a52,RBSc36;pac,251:281;282:914,0
EF1,959e3b23-a6b0-477e-b685-a84125a43ea3,RBSc36;symE;T2_L3S2P21,54:84;85:423;427:486,0
EF1,ed36c3d5-a41a-4031-8330-2e398e70cf0c,RBSc36,-49:-79,0
EF1,39dc8fec-94b1-4c48-8b8c-4f3d5f463c5f,RBSc44,-451:-480,0
EF1,aca074a1-707f-4219-8bea-956cb4e5bb91,RBSc44,-343:-372,0
EF1,fcd1a534-7b81-40e7-b661-a3e583c3ec86,T2_L3S2P21;symE;RBSc36,-392:-452;-456:-791;-792:-822,0
EF1,4e6a2b37-3ea1-4918-80ba-908f5d68e856,RBSc36,2041:2071,0
EF1,1af832d1-c638-4788-98f0-ee95ecbcb02c,RBSc36,-1692:-1722,0
EF1,2adfb864-994d-45c8-8916-eb4c5c76757c,RBSc44,193:222,0
