experiment,read,sequence,start_flank,end_flank,read_length
EF2,01bce9b1-5713-42c7-9ec6-9a26a60202ec,1:1545-no_hits;1546:1580-J23113;1581:2233-no_hits,1545,653,2233
EF2,f4bcc93b-4aa3-461e-a117-44dec89a09d9,1:430-pac;434:490-T1_L3S2P55;501:535-J23100;536:560-no_hits,0,25,560
EF2,4e0c4267-e491-404d-a3bb-c9f8eceb11e9,1:50-no_hits;51:85-J23116;86:511-no_hits,50,426,511
EF2,74bbb366-f509-48d2-909e-2713aaf33935,1:34-no_hits;35:69-J23113;2512:2573-T2_L3S2P21;2576:2912-symE;2925:2974-T1_L3S2P55;2978:5500-pac;5501:5500-no_hits,34,0,5500
EF2,e27e7cfd-a98b-4978-8a13-f59cafb36eab,1:175-pac;179:235-T1_L3S2P55;246:280-J23118;284:314-RBSc36;315:653-symE;657:716-T2_L3S2P21;717:996-no_hits,0,280,996
EF2,ae8aceb3-0bed-4b62-b7a1-1ed14ef299ec,1:1987-pac;1988:2018-RBSc36;2022:2056-J23116;2057:2339-no_hits,0,283,2339
EF2,61555ec0-4944-46a2-aacf-198875a1225d,1:2112-pac;2113:2143-RBSc36;2147:2181-J23118;2182:3205-no_hits,0,1024,3205
EF2,b901fb17-4aaa-46a4-8ae2-84f25c63684a,1:2030-no_hits;2031:2061-RBSc36;2065:2099-J23113;4550:4610-T2_L3S2P21;4614:4952-symE;4987:5019-J23116;5032:5088-T1_L3S2P55;5092:5588-pac;5589:5590-no_hits,2030,2,5590
EF2,078c30c7-fcdc-49e0-977e-ecbcd1356c6b,1:1294-no_hits;1295:1329-J23116;1330:2245-no_hits,1294,916,2245
EF2,a5aa8007-2aab-4f8c-a2d6-5a4053df2ff7,1:1046-no_hits;1047:1107-T2_L3S2P21;1111:1449-symE;1483:1517-J23118;1528:1584-T1_L3S2P55;1588:4124-pac;4125:4155-RBSc36;4159:4193-J23116;4194:5581-no_hits,1046,1388,5581
EF2,fcb5f0df-f0a6-4545-8ba2-d1dc221b9eb9,1:1302-pac;1306:1362-T1_L3S2P55;1373:1407-J23100;1411:1441-RBSc36;1442:1566-symE;1567:1566-no_hits,0,0,1566
EF2,16055388-e632-4504-98ae-e54b2493e724,1:1400-no_hits;1401:1435-J23116;1439:1467-RBSc36;1470:4007-pac;4011:4066-T1_L3S2P55;4077:4111-J23118;4115:4145-RBSc42;4146:4485-symE;4489:4544-T2_L3S2P21;4545:5572-no_hits,1400,1028,5572
EF2,6334bfb3-8b11-457e-b23a-f76da9011f6a,1:195-no_hits;196:256-T2_L3S2P21;260:597-symE;598:628-RBSc36;632:666-J23116;677:733-T1_L3S2P55;737:2083-pac;2084:2083-no_hits,195,0,2083
EF2,da049a1a-9c36-472b-b189-bec6a800b4b4,1:868-no_hits;869:903-J23102;1152:1181-RBSc44;1182:1516-symE;1520:1577-T2_L3S2P21;1578:3158-no_hits,868,1581,3158
EF2,c4577d4d-18ce-4620-a100-443c1701d3cf,1:356-no_hits;357:391-J23116;392:707-no_hits,356,316,707
EF2,b0340724-36d6-4ed3-bf27-d2651e093d1d,1:1869-no_hits;1870:1904-J23113;1905:2229-no_hits,1869,325,2229
EF2,6c242a78-42ab-4732-9cbe-1c114a8291a1,1:339-no_hits;340:374-J23113;375:859-no_hits,339,485,859
EF2,c99bf72c-222b-47ea-9640-769223bc90b4,1:3-no_hits;4:86-symE;87:117-RBSc36;121:155-J23116;156:625-no_hits,3,470,625
EF2,bd405feb-850b-4801-936a-24d3cb63b0df,1:394-no_hits;395:429-J23107;430:1690-no_hits,394,1261,1690
EF2,0fd68544-64c3-4953-bf94-954a333b0478,1:3-no_hits;4:92-pac;93:123-RBSc36;127:161-J23113;162:1110-no_hits,3,949,1110
EF2,e4bd9536-952f-4808-867a-007ab97bf7ec,1:679-pac;683:739-T1_L3S2P55;750:784-J23116;819:1157-symE;1164:1222-T2_L3S2P21;3708:3738-RBSc36;3739:5555-no_hits,0,1817,5555
EF2,5369a215-6f5f-4306-a3e8-e7da37118c28,1:63-no_hits;64:120-T1_L3S2P55;124:2664-pac;2665:2695-RBSc36;2699:2733-J23116;2734:3725-no_hits,63,992,3725
EF2,07ee2242-eeda-4311-a228-6674759ad2fa,1:377-no_hits;378:412-J23116;413:2234-no_hits,377,1822,2234
EF2,a50857b4-412c-499e-bdc8-5c74a96ac834,1:493-no_hits;494:528-J23116;529:1457-no_hits,493,929,1457
EF2,fcfafb20-0e8f-4f43-8521-5988d4998e58,1:616-no_hits;617:651-J23113;652:673-no_hits,616,22,673
EF2,f7b33533-5982-4d7f-84a9-c558b3f12075,1:574-no_hits;575:609-J23118;610:665-no_hits,574,56,665
EF2,41f84e1f-ba00-448a-b791-9b9af11a5fb3,1:2439-no_hits;2440:2470-RBSc36;2474:2508-J23107;4940:4998-T2_L3S2P21;5003:5341-symE;5342:5372-RBSc13;5418:5464-T1_L3S2P55;5477:5570-pac;5571:5570-no_hits,2439,0,5570
EF2,f376ea1d-fcfa-4296-8595-9b0ec742e260,1:1432-no_hits;1433:1463-RBSc36;1467:1501-J23113;3944:4004-T2_L3S2P21;4008:4343-symE;4344:4374-RBSc58;4423:4479-T1_L3S2P55;4483:5563-pac;5564:5566-no_hits,1432,3,5566
EF2,3b2c7121-16c8-422d-87e6-0f09250af7b8,1:470-pac;474:525-T1_L3S2P55;541:575-J23116;607:740-symE;741:742-no_hits,0,2,742
EF2,890c8581-3bd2-4aac-b205-15dde0557580,1:1543-no_hits;1544:1600-T1_L3S2P55;1611:1645-J23113;4112:4146-J23118;4150:4180-RBSc36;4181:5164-pac;5165:5164-no_hits,1543,0,5164
EF2,97b3b790-8efb-49c0-8302-0610302f9d0c,1:317-symE;352:386-J23113;397:452-T1_L3S2P55;456:1886-pac;1887:1886-no_hits,0,0,1886
EF2,521a7a19-c083-4c2a-a098-a3f507701741,1:7-no_hits;8:1958-pac;1963:2018-T1_L3S2P55;2029:2063-J23113;2067:2097-RBSc58;2098:2340-symE;2341:2340-no_hits,7,0,2340
EF2,50a043dd-7b1b-48d4-a86f-fce209f76b28,1:1125-no_hits;1126:1157-J23116;1158:2175-no_hits,1125,1018,2175
EF2,19d5270d-52c8-46f7-add2-81a95f0e6576,1:272-no_hits;273:307-J23116;308:1074-no_hits,272,767,1074
EF2,bf121131-1d6e-4ebd-afcc-89f619416c32,1:562-no_hits;563:597-J23113;601:631-RBSc36;632:2290-pac;2291:2290-no_hits,562,0,2290
EF2,c3904f8d-e2fc-4224-b93b-fb3bb1022c5b,1:449-pac;450:480-RBSc36;484:518-J23116;519:762-no_hits,0,244,762
EF2,485eeb9f-8488-44ff-9ccc-e745cd61282f,1:711-no_hits;712:746-J23113;750:780-RBSc36;781:3320-pac;3324:3380-T1_L3S2P55;3391:3425-J23107;3429:3459-RBSc42;3460:3798-symE;3802:3862-T2_L3S2P21;3863:5581-no_hits,711,1719,5581
EF2,d8dbb0e2-6684-40b5-8ac9-cc62d8a7ff39,1:17-no_hits;18:139-pac;140:170-RBSc36;174:208-J23107;209:377-no_hits,17,169,377
EF2,8483dc29-5e40-4385-81cf-cfb6ef3eec38,1:353-no_hits;354:388-J23107;389:1216-no_hits,353,828,1216
EF2,3abff659-7f45-49e9-8ede-b19b5634e569,1:23-no_hits;24:56-J23118;67:123-T1_L3S2P55;127:535-pac;536:535-no_hits,23,0,535
EF2,0f5117d7-9f7d-485c-8b5f-795929f4aff5,1:2152-no_hits;2153:2209-T1_L3S2P55;2221:2254-J23107;2289:2627-symE;2631:2691-T2_L3S2P21;5132:5166-J23116;5170:5200-RBSc36;5201:5579-pac;5580:5579-no_hits,2152,0,5579
EF2,e5ad86ad-75d0-4d96-ad4f-2c9d1dcf7a89,1:566-pac;570:632-T1_L3S2P55;643:677-J23102;681:711-RBSc36;712:1051-symE;1055:1116-T2_L3S2P21;1117:1463-no_hits,0,347,1463
EF2,3f5f11d2-8df9-4fb2-a12a-009ae2805708,1:1626-no_hits;1627:1685-T2_L3S2P21;1689:2029-symE;2104:4635-pac;4636:4666-RBSc36;4670:4704-J23116;4705:5517-no_hits,1626,813,5517
EF2,6651667a-df58-4912-884b-310b859a493e,1:131-symE;132:162-RBSc13;166:200-J23113;201:362-no_hits,0,162,362
EF2,3269a449-45c6-47d6-ac1d-7f5ae31c08b8,1:484-no_hits;485:519-J23107;520:1142-no_hits,484,623,1142
EF2,296c5210-e337-4698-8e67-fed557d5f181,1:1649-no_hits;1650:1684-J23102;1688:1718-RBSc36;1719:1973-pac;1974:1973-no_hits,1649,0,1973
EF2,7043228c-9eb4-4960-8185-bafce990e0b4,1:2045-no_hits;2046:2080-J23116;2081:2234-no_hits,2045,154,2234
EF2,272de185-753d-405d-9573-1c10c7a0bea4,1:329-no_hits;330:668-symE;669:699-RBSc36;703:737-J23107;748:804-T1_L3S2P55;808:2674-pac;2675:2674-no_hits,329,0,2674
EF2,42da09b7-d1aa-4016-9866-8d32cb2c3d4d,1:35-J23107;46:102-T1_L3S2P55;106:404-pac;405:407-no_hits,0,3,407
EF2,e02c1a9e-1a28-42ce-b81f-33365b3b22f4,1:8-no_hits;9:39-RBSc36;40:2576-pac;2580:2636-T1_L3S2P55;2647:2681-J23116;2682:5333-no_hits,8,2652,5333
EF2,2f0701cc-a0e8-481b-8aa3-935e31c9cbcd,1:31-no_hits;32:66-J23107;67:2238-no_hits,31,2172,2238
EF2,e4eae788-9e48-419d-8ec9-82fab5f1241d,1:1205-no_hits;1206:1240-J23102;1241:1321-no_hits,1205,81,1321
EF2,7c486736-2f65-41dd-8dc4-28e1c4ddd37c,1:2262-no_hits;2263:2320-T2_L3S2P21;2330:2658-symE;2659:2688-RBSc44;2692:2726-J23116;2737:2793-T1_L3S2P55;2797:5341-pac;5374:5408-J23113;5409:5570-no_hits,2262,162,5570
EF2,3353d557-7c2d-4618-bf2d-aed49da74c0b,1:1754-pac;1758:1814-T1_L3S2P55;1826:1860-J23107;1864:1894-RBSc58;1895:1941-symE;1942:1941-no_hits,0,0,1941
EF2,fbb41441-f6e3-4473-8269-1c2d6668c0ef,1:327-no_hits;328:943-pac;3452:3790-symE;3791:3821-RBSc36;3825:3859-J23107;3870:3926-T1_L3S2P55;3927:5477-no_hits,327,1551,5477
EF2,a3588fb9-8356-456c-866e-ae62e3950ed2,1:2527-pac;2528:2558-RBSc36;5041:5101-T2_L3S2P21;5105:5443-symE;5478:5512-J23107;5522:5573-T1_L3S2P55;5574:5573-no_hits,0,0,5573
EF2,92740351-cec9-478d-863b-e7e83a785df7,1:678-no_hits;679:713-J23113;717:747-RBSc36;748:3241-pac;3242:3241-no_hits,678,0,3241
EF2,5e17a146-ed03-43bc-a041-efab6683070c,1:8-no_hits;9:2547-pac;2548:2578-RBSc36;2582:2616-J23113;2617:3275-no_hits,8,659,3275
EF2,d5d69431-f7bc-477d-a87e-3aecc5c1504d,1:98-symE;99:129-RBSc13;133:167-J23113;178:234-T1_L3S2P55;238:850-pac;851:850-no_hits,0,0,850
EF2,5a32301d-c12e-4355-a369-caffd2d41f95,1:306-pac;310:366-T1_L3S2P55;377:411-J23113;415:445-RBSc58;446:504-symE;505:505-no_hits,0,1,505
EF2,c1cfc931-5809-4baa-b45f-f727a2b65c54,1:1584-no_hits;1585:1644-T2_L3S2P21;1648:1989-symE;1990:2020-RBSc58;2024:2058-J23107;2069:2115-T1_L3S2P55;2126:2317-pac;2318:2317-no_hits,1584,0,2317
EF2,dd949181-1918-4699-a55d-b467a42f09c9,1:1131-no_hits;1132:1166-J23116;1167:1377-no_hits,1131,211,1377
EF2,83fe7f07-0caf-428c-9df8-acbeb12777a2,1:1910-no_hits;1911:1971-T2_L3S2P21;1975:2314-symE;2315:2345-RBSc36;2349:2383-J23113;2394:2440-T1_L3S2P55;2453:3850-pac;3851:3850-no_hits,1910,0,3850
EF2,c00f8a48-2920-4fe9-9d61-e1492269dd4d,1:1-no_hits;2:965-pac;969:1024-T1_L3S2P55;1035:1069-J23118;1073:1103-RBSc36;1104:1407-symE;1408:1407-no_hits,1,0,1407
EF2,d0c5c4e0-c1d3-43e3-87ea-08f6e9da1101,1:797-no_hits;798:856-T2_L3S2P21;860:1199-symE;1200:1230-RBSc42;1234:1268-J23118;1279:1333-T1_L3S2P55;1340:3871-pac;3872:3902-RBSc36;3903:5555-no_hits,797,1653,5555
EF2,9f0379b9-ee43-404d-862a-ad8d824c4b2e,1:2231-no_hits;2232:2288-T2_L3S2P21;2298:2626-symE;2628:2657-RBSc36;2661:2695-J23107;2907:2941-J23102;2942:3125-no_hits,2231,184,3125
EF2,e00f3ee2-666b-4f51-984d-750155bcd727,1:1262-pac;1263:1293-RBSc36;1297:1331-J23118;1332:3216-no_hits,0,1885,3216
EF2,cc826c83-ddd3-4a16-94a3-b996fcf6b55d,1:2-no_hits;3:98-pac;102:154-T1_L3S2P55;169:203-J23116;207:237-RBSc13;238:461-no_hits,2,224,461
EF2,a1f9b231-a870-4f22-a3d4-cb3a91d18d97,1:8-no_hits;9:981-pac;982:1012-RBSc36;1016:1050-J23113;1051:2067-no_hits,8,1017,2067
EF2,3b51cf79-de61-477a-aa6d-3cf3953200bf,1:100-pac;104:149-T1_L3S2P55;165:199-J23100;203:233-RBSc36;234:567-symE;571:631-T2_L3S2P21;632:1930-no_hits,0,1299,1930
EF2,35bfe4a6-5e0d-4e89-9937-7dfb0a30c4cf,1:487-no_hits;488:522-J23116;523:2240-no_hits,487,1718,2240
EF2,82e19b6d-b78d-4726-923f-eeb1c1b39426,1:1098-no_hits;1099:1133-J23102;1137:1167-RBSc36;1168:1433-pac;1434:1436-no_hits,1098,3,1436
EF2,795503f4-da03-4af3-814c-8ea5a2b8c1f2,1:47-symE;51:111-T2_L3S2P21;2551:2585-J23118;2619:5147-pac;5158:5192-J23113;5196:5226-RBSc36;5227:5503-no_hits,0,277,5503
EF2,02dab75d-ccb6-48f3-83c3-5caa5f3179c7,1:1-no_hits;2:32-RBSc36;36:70-J23113;71:256-no_hits,1,186,256
EF2,cf514e54-11fa-4a37-8843-7df7bd902c6c,1:2040-pac;2044:2100-T1_L3S2P55;2112:2145-J23107;2149:2179-RBSc42;2180:2518-symE;2522:2582-T2_L3S2P21;2583:3454-no_hits,0,872,3454
EF2,f5b38bc7-a7d6-4173-9f48-ca754c81cdb9,1:2080-no_hits;2081:2115-J23113;2119:2149-RBSc36;2150:2150-no_hits,2080,1,2150
EF2,51b80085-c321-451e-9f63-f197fa50e168,1:399-no_hits;400:434-J23116;435:2238-no_hits,399,1804,2238
EF2,8cf3a6a0-42fa-4648-94b8-7c5d54984494,1:563-pac;567:623-T1_L3S2P55;634:668-J23113;702:1040-symE;1044:1104-T2_L3S2P21;1105:3166-no_hits,0,2062,3166
EF2,d2ab14a0-d7aa-4c98-b5ff-aa346a9a0533,1:3512-no_hits;3513:3547-J23100;3551:3581-RBSc36;3582:3703-pac;3704:3777-no_hits,3512,74,3777
EF2,ae50a0a3-934b-4cb2-a847-02074977a8d8,1:1162-no_hits;1163:1223-T2_L3S2P21;1227:1563-symE;1573:1626-T1_L3S2P55;1632:4168-pac;4169:4199-RBSc36;4203:4237-J23116;4238:5505-no_hits,1162,1268,5505
EF2,903c9521-ee6c-4f68-8629-d0210ac5cb6b,1:176-symE;177:207-RBSc36;211:245-J23113;256:302-T1_L3S2P55;314:990-pac;991:990-no_hits,0,0,990
EF2,bf84744a-29e7-4a79-a694-4429994e7068,1:204-no_hits;205:239-J23102;451:485-J23107;520:859-symE;863:923-T2_L3S2P21;924:3144-no_hits,204,2221,3144
EF2,064de854-6f0e-421f-b420-751fc8377e04,1:1203-no_hits;1204:1260-T1_L3S2P55;1264:3797-pac;3798:3828-RBSc36;3832:3866-J23113;3867:5596-no_hits,1203,1730,5596
EF2,1bad0d15-241c-465b-a4d7-5148c56f2efa,1:397-pac;401:457-T1_L3S2P55;468:502-J23118;506:536-RBSc42;537:580-symE;581:583-no_hits,0,3,583
EF2,242fe785-fd01-457a-9689-58e01f3c8e11,1:98-no_hits;99:133-J23116;137:167-RBSc33;168:499-symE;500:3050-no_hits,98,2551,3050
EF2,aace4d9a-04b9-4aef-a353-81ce14ae45f1,1:496-no_hits;497:531-J23116;532:2231-no_hits,496,1700,2231
EF2,9b9e91af-3cb9-4c9f-b60a-c52a9d5c3610,1:365-no_hits;366:426-T2_L3S2P21;430:768-symE;769:799-RBSc13;803:837-J23113;848:904-T1_L3S2P55;908:1697-pac;1698:1697-no_hits,365,0,1697
EF2,a797c79d-3425-4678-9f42-a5aeb8385b23,1:4-no_hits;5:1944-pac;1945:1975-RBSc36;1979:2013-J23116;2014:2787-no_hits,4,774,2787
EF2,25403ca5-1020-47ca-ac9b-b52e0524fb05,1:1154-no_hits;1155:1189-J23102;1401:1435-J23107;1439:1469-RBSc36;1470:1808-symE;1812:1871-T2_L3S2P21;1872:3142-no_hits,1154,1271,3142
EF2,e23dbe7f-ea3e-4c55-8cfe-3ccd94e41350,1:576-no_hits;577:611-J23113;612:1363-no_hits,576,752,1363
EF2,204ba4bb-ce63-4a71-94be-93c992cb0882,1:448-no_hits;449:483-J23113;487:517-RBSc36;518:660-pac;661:660-no_hits,448,0,660
EF2,96037f81-3955-401a-98d5-83b086a28ec9,1:100-no_hits;101:135-J23113;136:2247-no_hits,100,2112,2247
EF2,9c8ea823-ca1c-47f6-8780-6319654c9308,1:2378-no_hits;2379:2409-RBSc36;4887:4948-T2_L3S2P21;4952:5290-symE;5291:5321-RBSc42;5325:5359-J23107;5370:5426-T1_L3S2P55;5435:5571-pac;5572:5571-no_hits,2378,0,5571
EF2,9499829b-e1dd-40ca-8be4-67add608f6b8,1:1008-no_hits;1009:1043-J23107;1044:2218-no_hits,1008,1175,2218
EF2,b0505022-53f3-468a-906a-2f58a7087b2d,1:467-pac;471:527-T1_L3S2P55;538:572-J23118;576:606-RBSc36;607:942-symE;946:1005-T2_L3S2P21;1006:1446-no_hits,0,441,1446
EF2,7b1e3c57-20e7-4efd-b828-1e290c674706,1:1108-no_hits;1109:1143-J23116;1144:2526-no_hits,1108,1383,2526
EF2,5ebbc962-814f-48b0-b2f2-654daa7ff38d,1:451-no_hits;452:781-symE;782:812-RBSc36;816:850-J23100;859:915-T1_L3S2P55;919:3136-pac;3137:3152-no_hits,451,16,3152
EF2,58b0fd7e-5e78-4eff-b260-9a18b4821c5e,1:193-no_hits;194:228-J23102;232:262-RBSc36;263:1815-pac;1816:1815-no_hits,193,0,1815
EF2,d5487ba6-28eb-4324-8071-e5773034102e,1:428-no_hits;429:463-J23116;464:1131-no_hits,428,668,1131
EF2,f134906a-f097-4b48-939a-48deb94afb3b,1:1937-pac;1941:1997-T1_L3S2P55;2008:2042-J23113;2046:2076-RBSc13;2077:2138-symE;2139:2139-no_hits,0,1,2139
EF2,11f8d19e-c791-4895-95a0-1c8dfc967d0d,1:8-no_hits;9:2549-pac;2553:2609-T1_L3S2P55;2620:2654-J23113;2658:2688-RBSc36;2689:3027-symE;3028:3046-no_hits,8,19,3046
EF2,13146f5e-00b3-44b3-98ef-7296371b7aa6,1:268-no_hits;269:303-J23113;304:2228-no_hits,268,1925,2228
EF2,93b419c9-45e4-445d-83e3-6b1af2c6becc,1:702-no_hits;703:737-J23113;741:771-RBSc36;772:3308-pac;3312:3368-T1_L3S2P55;3369:3395-no_hits,702,27,3395
EF2,2ed802f7-9a78-496b-ab52-5e60e252d805,1:1509-pac;1513:1557-T1_L3S2P55;1582:1616-J23113;1620:1650-RBSc33;1651:1830-symE;1831:1832-no_hits,0,2,1832
EF2,595ec7b8-dac3-4b06-a0b4-f40324485785,1:11-no_hits;12:808-pac;809:839-RBSc36;843:877-J23107;878:1430-no_hits,11,553,1430
EF2,1c547b28-dad8-40ca-be24-49879e6614a1,1:2470-no_hits;2471:2501-RBSc36;2505:2539-J23113;4973:5033-T2_L3S2P21;5037:5373-symE;5387:5436-T1_L3S2P55;5440:5495-pac;5496:5495-no_hits,2470,0,5495
EF2,d15acec1-f476-469f-bf21-1eb4037d486c,1:527-pac;540:586-T1_L3S2P55;602:633-J23116;640:670-RBSc33;671:999-symE;1000:2706-no_hits,0,1707,2706
EF2,7280bc72-84d0-4884-a016-b866d871ef86,1:69-symE;70:100-RBSc42;104:138-J23118;149:953-pac;954:953-no_hits,0,0,953
EF2,90e5860d-3472-4010-a957-a2093e7375bd,1:2438-no_hits;2439:2780-symE;2781:2811-RBSc36;2815:2847-J23102;2860:2916-T1_L3S2P55;2920:5460-pac;5461:5520-no_hits,2438,60,5520
EF2,b199fa08-68d3-4dee-a71e-1e00579503e0,1:675-no_hits;676:710-J23113;714:744-RBSc58;745:803-symE;804:804-no_hits,675,1,804
EF2,4bd32a25-28b0-47a3-b979-63a121367717,1:706-no_hits;707:741-J23116;742:2223-no_hits,706,1482,2223
EF2,2c7cf651-419b-42a6-a3b4-9387c6d81d04,1:2158-no_hits;2159:2193-J23116;2194:2228-no_hits,2158,35,2228
EF2,a841f3f1-bee8-4835-a520-dfbdc564d250,1:880-no_hits;881:915-J23116;916:2221-no_hits,880,1306,2221
EF2,024a0c83-9615-41a7-ad43-a57fc4e4d336,1:261-no_hits;262:296-J23116;297:1481-no_hits,261,1185,1481
EF2,25f3558e-4548-4874-bed3-37dfea19da0f,1:2-no_hits;3:445-pac;446:476-RBSc36;480:514-J23118;515:1566-no_hits,2,1052,1566
EF2,e7caf8cf-8232-4e74-a9b1-ff5a4a3ca90b,1:74-symE;75:105-RBSc36;109:143-J23107;154:210-T1_L3S2P55;214:2468-pac;2469:2468-no_hits,0,0,2468
EF2,55113ad9-ecbc-43d4-abc5-6039bd38119a,1:358-no_hits;359:393-J23116;394:1894-no_hits,358,1501,1894
EF2,d526988f-3383-4a1b-a725-341bdcc69bb8,1:301-no_hits;302:640-symE;641:670-RBSc44;674:708-J23116;719:775-T1_L3S2P55;779:2737-pac;2738:2737-no_hits,301,0,2737
EF2,2e75a815-4af4-41d3-8fc5-350abf269ad8,1:11-no_hits;12:504-pac;505:535-RBSc36;539:573-J23113;574:2553-no_hits,11,1980,2553
EF2,16cb19d9-986d-4649-861b-c5ec480d82fd,1:1722-no_hits;1723:1757-J23113;1793:4327-pac;4331:4382-T1_L3S2P55;4400:4434-J23118;4438:4468-RBSc42;4469:4807-symE;4808:5570-no_hits,1722,763,5570
EF2,2daa2232-399c-4802-b87f-1c1196061f89,1:398-pac;402:458-T1_L3S2P55;469:503-J23116;3138:3172-J23113;3176:3206-RBSc36;3207:5332-no_hits,0,2126,5332
EF2,1bd442ab-4470-4ba6-91cb-461228b7e1ca,1:962-no_hits;963:997-J23113;998:2232-no_hits,962,1235,2232
EF2,6e4e2c8d-1757-4244-a701-5dd5988a4bbf,1:341-no_hits;342:680-symE;681:711-RBSc42;715:749-J23107;760:816-T1_L3S2P55;820:1947-pac;1948:1947-no_hits,341,0,1947
EF2,f1aa4750-c6fc-42bf-82f1-5a477987f47c,1:287-no_hits;288:626-symE;627:657-RBSc36;661:695-J23100;696:885-no_hits,287,190,885
EF2,237b79b4-56d9-4f9a-a2b5-147632eae9fb,1:621-no_hits;622:652-RBSc36;656:690-J23113;3141:3190-T2_L3S2P21;3194:3532-symE;3567:3601-J23116;3612:3669-T1_L3S2P55;3673:3787-pac;3788:3787-no_hits,621,0,3787
EF2,bc6a1840-35d2-4336-b23f-b78d0ac925c8,1:1978-no_hits;1979:2013-J23116;2048:2385-symE;2389:2448-T2_L3S2P21;4896:4930-J23113;4934:4964-RBSc36;4965:5570-pac;5571:5570-no_hits,1978,0,5570
EF2,a6eb48e6-497a-4e7f-b932-5cc892fdc450,1:257-no_hits;258:293-J23107;327:1290-pac;1291:1290-no_hits,257,0,1290
EF2,1042dc7f-fc56-4961-87b3-aaa0809b43bd,1:1868-pac;1872:1928-T1_L3S2P55;1939:1973-J23118;1977:2007-RBSc36;2008:2340-symE;2350:2405-T2_L3S2P21;2406:4758-no_hits,0,2353,4758
EF2,9dfc4800-50a9-44a2-b6df-8b270156f5e7,1:1519-pac;1520:1550-RBSc36;1554:1588-J23116;1589:2756-no_hits,0,1168,2756
EF2,eeded413-3d54-4bd9-879d-0411a21c119c,1:228-no_hits;229:263-J23113;264:862-no_hits,228,599,862
EF2,ab8df57e-76dc-49dc-942a-0bd10fd9812a,1:722-no_hits;723:781-T2_L3S2P21;784:1122-symE;1158:1192-J23113;1203:1259-T1_L3S2P55;1263:3795-pac;3796:3826-RBSc36;3830:3864-J23116;3865:3947-no_hits,722,83,3947
EF2,d539f08b-c292-48f6-bfad-94147f9d909e,1:700-no_hits;701:734-J23118;769:3305-pac;3353:3383-RBSc36;3384:3722-symE;3726:3786-T2_L3S2P21;3787:4819-no_hits,700,1033,4819
EF2,6bd2d45f-d1b9-4942-81bb-74f7f6a92917,1:1275-no_hits;1276:1306-RBSc36;1310:1344-J23113;3975:4009-J23116;4020:4076-T1_L3S2P55;4080:4196-pac;4197:4196-no_hits,1275,0,4196
EF2,8711fcd4-76ee-4f95-95a4-f522733c3b04,1:135-pac;139:195-T1_L3S2P55;208:242-J23116;2855:2889-J23113;2893:2921-RBSc36;2922:4171-no_hits,0,1250,4171
EF2,109aef6c-e41b-4ea1-aafe-8dcac5383a14,1:11-no_hits;12:226-symE;227:257-RBSc42;261:295-J23118;306:362-T1_L3S2P55;366:729-pac;730:729-no_hits,11,0,729
EF2,5974836c-0f87-407c-911b-ebcad0aa703c,1:1463-no_hits;1464:1498-J23116;1502:1532-RBSc36;1533:1817-pac;1818:1817-no_hits,1463,0,1817
EF2,55fc9cf7-3709-41df-bb94-d4222660fd86,1:1489-no_hits;1490:1545-T1_L3S2P55;1556:1590-J23113;1594:1624-RBSc13;1625:1955-symE;1967:2027-T2_L3S2P21;4462:4496-J23107;4500:4530-RBSc36;4531:5559-pac;5560:5559-no_hits,1489,0,5559
EF2,804b366c-75ac-4c26-85dd-baf73ed271f5,1:1513-no_hits;1514:1569-T1_L3S2P55;1580:1614-J23118;1649:1980-symE;1984:2045-T2_L3S2P21;4618:4652-J23113;4656:4686-RBSc36;4687:5714-pac;5715:5714-no_hits,1513,0,5714
EF2,9ddd5753-2b31-4b21-9ccb-0a078a74104d,1:1417-pac;1452:1486-J23100;1487:2759-no_hits,0,1273,2759
EF2,cb046291-c369-4d48-bdbc-3b9a5ed57cfc,1:219-no_hits;220:254-J23107;258:288-RBSc36;289:343-pac;344:344-no_hits,219,1,344
EF2,2e9aaf7e-0028-45ad-9ffb-ff9619a40888,1:779-no_hits;780:814-J23107;815:1349-no_hits,779,535,1349
EF2,5d66307c-bf13-4dee-8f22-d09929fc5e76,1:341-pac;342:372-RBSc36;376:410-J23113;2856:2915-T2_L3S2P21;2919:3257-symE;3336:3392-T1_L3S2P55;3393:5580-no_hits,0,2188,5580
EF2,61a89c24-4b5c-48f6-a951-f7295bd93eb2,1:349-no_hits;350:405-T2_L3S2P21;411:749-symE;783:817-J23107;833:878-T1_L3S2P55;882:975-pac;976:975-no_hits,349,0,975
EF2,cca8920a-4235-423c-9e75-a250f9a8bdc5,1:1678-no_hits;1679:1713-J23113;4161:4221-T2_L3S2P21;4225:4563-symE;4564:4594-RBSc36;4598:4632-J23118;4643:4699-T1_L3S2P55;4703:5578-pac;5579:5578-no_hits,1678,0,5578
EF2,a3dea726-9776-43d7-8fbd-8ca7d66fa35a,1:897-pac;916:953-T1_L3S2P55;969:1003-J23118;1038:1376-symE;1380:1436-T2_L3S2P21;3881:3915-J23113;3919:3949-RBSc36;3950:5564-no_hits,0,1615,5564
EF2,bba2f70d-d53d-453b-935e-87e3c0b92ecf,1:586-no_hits;587:621-J23102;622:626-no_hits,586,5,626
